"iso 3","country id","country","trade value export","trade value import","trade value delta","year"
"hrv","euhrv","Croatia",1962,273829,-271867,2011
"hun","euhun","Hungary",132788,7137276,-7004488,2011
"irl","euirl","Ireland",4537227,20386033,-15848806,2011
"ita","euita","Italy",31054128,55946636,-24892508,2011
"ltu","eultu","Lithuania",674257,636541,37716,2011
"lux","eulux","Luxembourg",1374630,1238787,135843,2011
"lva","eulva","Latvia",24577,12784783,-12760206,2011
"mlt","eumlt","Malta",3342,6663,-3321,2011
"nld","eunld","Netherlands",21372762,54986544,-33613782,2011
"nor","eunor","Norway",24049911,1701181,22348730,2011
"pol","eupol","Poland",9224058,11045273,-1821215,2011
"prt","euprt","Portugal",153828,1886814,-1732986,2011
"rou","eurou","Romania",209217,129841,79376,2011
"rus","eurus","Russia",77864768,17116751,60748017,2011
"svk","eusvk","Slovakia",17486507,851924,16634583,2011
"svn","eusvn","Slovenia",29071,492124,-463053,2011
"swe","euswe","Sweden",93547,3697004,-3603457,2011
"ukr","euukr","Ukraine",483189,292000,191189,2011
"can","nacan","Canada",98319565,47991396,50328169,2011
"cri","nacri","Costa Rica",625,37690,-37065,2011
"gtm","nagtm","Guatemala",6913,32509,-25596,2011
"mex","namex","Mexico",15360,10873200,-10857840,2011
"slv","naslv","El Salvador",9527,45225,-35698,2011
"usa","nausa","United States",251470416,707585750,-456115334,2011
"aus","ocaus","Australia",1682359,1625985,56374,2011
"nzl","ocnzl","New Zealand",4014,109836,-105822,2011
"arg","saarg","Argentina",1412129,1972409,-560280,2011
"bra","sabra","Brazil",23780,27151906,-27128126,2011
"col","sacol","Colombia",2487,414355,-411868,2011
"per","saper","Peru",2889,568562,-565673,2011
"sur","sasur","Suriname",675,468,207,2011
"bwa","afbwa","Botswana",74,67095,-67021,2012
"egy","afegy","Egypt",601,3061078,-3060477,2012
"gha","afgha","Ghana",5706,7408,-1702,2012
"ken","afken","Kenya",96,34371,-34275,2012
"mdg","afmdg","Madagascar",1554,1333,221,2012
"moz","afmoz","Mozambique",3412,79,3333,2012
"nam","afnam","Namibia",244,3041,-2797,2012
"nga","afnga","Nigeria",13,478,-465,2012
"tza","aftza","Tanzania",51,35037,-34986,2012
"uga","afuga","Uganda",1202,7917,-6715,2012
"zaf","afzaf","South Africa",5023123,9430372,-4407249,2012
"zwe","afzwe","Zimbabwe",10,11532,-11522,2012
"are","asare","United Arab Emirates",946675,942000,4675.00000000012,2012
"chn","aschn","China",870541440,45362660,825178780,2012
"cyp","ascyp","Cyprus",290054,9090,280964,2012
"hkg","ashkg","Hong Kong",40493433,83821049,-43327616,2012
"idn","asidn","Indonesia",8109,7748379,-7740270,2012
"ind","asind","India",2375299,11891045,-9515746,2012
"isr","asisr","Israel",6827,2014656,-2007829,2012
"jpn","asjpn","Japan",269085835,382151875,-113066040,2012
"kaz","askaz","Kazakhstan",6880026,83572,6796454,2012
"kor","askor","South Korea",26566751,104467402,-77900651,2012
"lao","aslao","Laos",5837710,44420,5793290,2012
"lbn","aslbn","Lebanon",79675,5188,74487,2012
"lka","aslka","Sri Lanka",975786,77508,898278,2012
"mmr","asmmr","Burma",720881,5882,714999,2012
"mys","asmys","Malaysia",2107683,28079110,-25971427,2012
"phl","asphl","Philippines",2879456,21575248,-18695792,2012
"sau","assau","Saudi Arabia",3860,1278779,-1274919,2012
"sgp","assgp","Singapore",10524202,28430359,-17906157,2012
"tha","astha","Thailand",2899061,14050387,-11151326,2012
"tur","astur","Turkey",64029,3207425,-3143396,2012
"twn","astwn","Chinese Taipei",2978974,59940500,-56961526,2012
"vnm","asvnm","Vietnam",12561405,60412355,-47850950,2012
"aut","euaut","Austria",96063676,27054362,69009314,2012
"bel","eubel","Belgium",3338815,22242194,-18903379,2012
"bgr","eubgr","Bulgaria",8295,31171,-22876,2012
"blr","eublr","Belarus",81400,1048723,-967323,2012
"che","euche","Switzerland",1276284,6132140,-4855856,2012
"cze","eucze","Czechia",293381,21672825,-21379444,2012
"deu","eudeu","Germany",70744151,132829673,-62085522,2012
"dnk","eudnk","Denmark",26375,1235353,-1208978,2012
"esp","euesp","Spain",2509553,20493671,-17984118,2012
"est","euest","Estonia",64845052,38117491,26727561,2012
"fin","eufin","Finland",6025,1126562,-1120537,2012
"fra","eufra","France",186965520,203493108,-16527588,2012
"gbr","eugbr","United Kingdom",19163203,20726341,-1563138,2012
"grc","eugrc","Greece",258928,90523,168405,2012
"hrv","euhrv","Croatia",22,242642,-242620,2012
"hun","euhun","Hungary",26752,4199617,-4172865,2012
"irl","euirl","Ireland",2222813,17010093,-14787280,2012
"ita","euita","Italy",33740905,49756750,-16015845,2012
"ltu","eultu","Lithuania",347301,452380,-105079,2012
"lux","eulux","Luxembourg",2351031,770287,1580744,2012
"lva","eulva","Latvia",100,5012843,-5012743,2012
"mkd","eumkd","North Macedonia",48487,347324,-298837,2012
"nld","eunld","Netherlands",15457193,44583964,-29126771,2012
"nor","eunor","Norway",32132741,1381838,30750903,2012
"pol","eupol","Poland",1696915,4024766,-2327851,2012
"prt","euprt","Portugal",51614,961144,-909530,2012
"rou","eurou","Romania",254350,126365,127985,2012
"rus","eurus","Russia",37622791,12787042,24835749,2012
"srb","eusrb","Serbia",23393,67252,-43859,2012
"svn","eusvn","Slovenia",8362,1167457,-1159095,2012
"swe","euswe","Sweden",344275,3964807,-3620532,2012
"ukr","euukr","Ukraine",123960,522484,-398524,2012
"can","nacan","Canada",54557875,16667796,37890079,2012
"cri","nacri","Costa Rica",11518,77788,-66270,2012
"cub","nacub","Cuba",124,258238,-258114,2012
"gtm","nagtm","Guatemala",27759,13695,14064,2012
"mex","namex","Mexico",81442,13904319,-13822877,2012
"slv","naslv","El Salvador",10891,37881,-26990,2012
"tto","natto","Trinidad and Tobago",2280,2832,-552,2012
"usa","nausa","United States",108062675,405131591,-297068916,2012
"aus","ocaus","Australia",82196,2047674,-1965478,2012
"nzl","ocnzl","New Zealand",2688,93278,-90590,2012
"arg","saarg","Argentina",116496,1523306,-1406810,2012
"bra","sabra","Brazil",8650,25087879,-25079229,2012
"col","sacol","Colombia",3052,636295,-633243,2012
"per","saper","Peru",10461,455869,-445408,2012
"bwa","afbwa","Botswana",737,4605,-3868,2013
"ken","afken","Kenya",463,18859,-18396,2013
"nam","afnam","Namibia",205,26313,-26108,2013
"tza","aftza","Tanzania",467,1968,-1501,2013
"zaf","afzaf","South Africa",3105711,2145664,960047,2013
"zmb","afzmb","Zambia",1645,667,978,2013
"are","asare","United Arab Emirates",221621,895559,-673938,2013
"chn","aschn","China",650377303,199721907,450655396,2013
"hkg","ashkg","Hong Kong",68375167,121636826,-53261659,2013
"idn","asidn","Indonesia",5972,2775948,-2769976,2013
"ind","asind","India",3463330,9607863,-6144533,2013
"irn","asirn","Iran",233100,453367,-220267,2013
"isr","asisr","Israel",7898,1755157,-1747259,2013
"jor","asjor","Jordan",81008,3057,77951,2013
"jpn","asjpn","Japan",185821286,190716196,-4894910,2013
"kaz","askaz","Kazakhstan",5771385,6034151,-262766.000000001,2013
"kgz","askgz","Kyrgyzstan",76567,414,76153,2013
"kor","askor","South Korea",9965551,71874424,-61908873,2013
"lao","aslao","Laos",3586724,207594,3379130,2013
"lka","aslka","Sri Lanka",563769,40728,523041,2013
"mmr","asmmr","Burma",1791621,191246,1600375,2013
"mys","asmys","Malaysia",15561192,8307992,7253200,2013
"phl","asphl","Philippines",7392433,10173329,-2780896,2013
"sgp","assgp","Singapore",16705372,12861568,3843804,2013
"tha","astha","Thailand",605779,5062222,-4456443,2013
"tur","astur","Turkey",152177,2718993,-2566816,2013
"twn","astwn","Chinese Taipei",2977962,44891734,-41913772,2013
"vnm","asvnm","Vietnam",11435138,69725304,-58290166,2013
"alb","eualb","Albania",5966,1892,4074,2013
"aut","euaut","Austria",60251786,8281479,51970307,2013
"bel","eubel","Belgium",3044762,5085537,-2040775,2013
"bgr","eubgr","Bulgaria",6952,140951,-133999,2013
"blr","eublr","Belarus",30800,717771,-686971,2013
"che","euche","Switzerland",797957,5900976,-5103019,2013
"cze","eucze","Czechia",284085,12517290,-12233205,2013
"deu","eudeu","Germany",43006782,104742671,-61735889,2013
"dnk","eudnk","Denmark",20975,1059060,-1038085,2013
"esp","euesp","Spain",1191866,26583595,-25391729,2013
"est","euest","Estonia",42602153,14382537,28219616,2013
"fin","eufin","Finland",1009152,1047749,-38597,2013
"fra","eufra","France",102724032,75911422,26812610,2013
"gbr","eugbr","United Kingdom",11891417,23206415,-11314998,2013
"grc","eugrc","Greece",1892,96533,-94641,2013
"hrv","euhrv","Croatia",1135,8380,-7245,2013
"hun","euhun","Hungary",24730,2544497,-2519767,2013
"irl","euirl","Ireland",17889,25228205,-25210316,2013
"ita","euita","Italy",42356524,38306405,4050119,2013
"ltu","eultu","Lithuania",2062757,850149,1212608,2013
"lux","eulux","Luxembourg",348701,178585,170116,2013
"mkd","eumkd","North Macedonia",22705,1707866,-1685161,2013
"nld","eunld","Netherlands",10050957,26925240,-16874283,2013
"nor","eunor","Norway",24445519,4727274,19718245,2013
"pol","eupol","Poland",337163,2408874,-2071711,2013
"prt","euprt","Portugal",33526,1454170,-1420644,2013
"rou","eurou","Romania",918,167101,-166183,2013
"rus","eurus","Russia",18615826,9877449,8738377,2013
"srb","eusrb","Serbia",1048,44941,-43893,2013
"svn","eusvn","Slovenia",25746,1014451,-988705,2013
"swe","euswe","Sweden",251558,999820,-748262,2013
"ukr","euukr","Ukraine",122172,196761,-74589,2013
"brb","nabrb","Barbados",55805,807,54998,2013
"can","nacan","Canada",11833793,7065965,4767828,2013
"gtm","nagtm","Guatemala",27502,11205,16297,2013
"hnd","nahnd","Honduras",35,3096,-3061,2013
"mex","namex","Mexico",625120,7417199,-6792079,2013
"slv","naslv","El Salvador",9161,44001,-34840,2013
"usa","nausa","United States",70579058,246424046,-175844988,2013
"aus","ocaus","Australia",274678,634747,-360069,2013
"nzl","ocnzl","New Zealand",10942,16971,-6029,2013
"bra","sabra","Brazil",77302,10898163,-10820861,2013
"chl","sachl","Chile",1397,160719,-159322,2013
"col","sacol","Colombia",25543,214127,-188584,2013
"per","saper","Peru",33703,397865,-364162,2013
"egy","afegy","Egypt",33,821751,-821718,2014
"mwi","afmwi","Malawi",27,6528,-6501,2014
"nam","afnam","Namibia",4915,13038,-8123,2014
"zaf","afzaf","South Africa",4454017,5628831,-1174814,2014
"are","asare","United Arab Emirates",2691241,364112,2327129,2014
"bhr","asbhr","Bahrain",11618,44796,-33178,2014
"chn","aschn","China",350031448,70534737,279496711,2014
"hkg","ashkg","Hong Kong",29572548,16412446,13160102,2014
"idn","asidn","Indonesia",5775,3636550,-3630775,2014
"ind","asind","India",4577553,9688576,-5111023,2014
"irn","asirn","Iran",130536,408035,-277499,2014
"isr","asisr","Israel",677,637201,-636524,2014
"jor","asjor","Jordan",93805,22453,71352,2014
"jpn","asjpn","Japan",183192170,224024191,-40832021,2014
"kaz","askaz","Kazakhstan",14660114,3964613,10695501,2014
"kor","askor","South Korea",8817448,49998295,-41180847,2014
"lao","aslao","Laos",1660257,35191,1625066,2014
"lka","aslka","Sri Lanka",1192779,40725,1152054,2014
"mmr","asmmr","Burma",1504590,170306,1334284,2014
"mys","asmys","Malaysia",98417130,8963295,89453835,2014
"pak","aspak","Pakistan",63095,29778,33317,2014
"phl","asphl","Philippines",21930004,17016833,4913171,2014
"prk","asprk","North Korea",22485,64145,-41660,2014
"sau","assau","Saudi Arabia",1726,271423,-269697,2014
"sgp","assgp","Singapore",2095013,3612771,-1517758,2014
"tha","astha","Thailand",4014787,26511333,-22496546,2014
"tur","astur","Turkey",114492,2250154,-2135662,2014
"twn","astwn","Chinese Taipei",2638306,42761805,-40123499,2014
"vnm","asvnm","Vietnam",8701261,111283536,-102582275,2014
"yem","asyem","Yemen",35722,27,35695,2014
"aut","euaut","Austria",42526731,7206407,35320324,2014
"bel","eubel","Belgium",1123127,2605731,-1482604,2014
"bgr","eubgr","Bulgaria",460184,146952,313232,2014
"blr","eublr","Belarus",600,497706,-497106,2014
"che","euche","Switzerland",853224,5466793,-4613569,2014
"cze","eucze","Czechia",341530,6875313,-6533783,2014
"deu","eudeu","Germany",38147490,68447268,-30299778,2014
"dnk","eudnk","Denmark",13025,780881,-767856,2014
"esp","euesp","Spain",1473099,23594146,-22121047,2014
"est","euest","Estonia",33834759,15608064,18226695,2014
"fin","eufin","Finland",780936,524229,256707,2014
"fra","eufra","France",73775351,30918915,42856436,2014
"gbr","eugbr","United Kingdom",8417369,17321792,-8904423,2014
"grc","eugrc","Greece",368695,31417,337278,2014
"hrv","euhrv","Croatia",231,14063,-13832,2014
"hun","euhun","Hungary",33728,2696137,-2662409,2014
"irl","euirl","Ireland",21136,23318981,-23297845,2014
"ita","euita","Italy",25019988,20858532,4161456,2014
"ltu","eultu","Lithuania",115325,2687530,-2572205,2014
"lux","eulux","Luxembourg",265605,427201,-161596,2014
"lva","eulva","Latvia",128808,4821357,-4692549,2014
"mkd","eumkd","North Macedonia",397923,4502997,-4105074,2014
"nld","eunld","Netherlands",10332379,27418892,-17086513,2014
"nor","eunor","Norway",20560524,1520294,19040230,2014
"pol","eupol","Poland",793705,2602165,-1808460,2014
"prt","euprt","Portugal",5507,1216937,-1211430,2014
"rus","eurus","Russia",23754490,13976559,9777931,2014
"svk","eusvk","Slovakia",1026,371914,-370888,2014
"svn","eusvn","Slovenia",66279,314750,-248471,2014
"swe","euswe","Sweden",149778,1858444,-1708666,2014
"ukr","euukr","Ukraine",160125,280084,-119959,2014
"can","nacan","Canada",2038210,4514723,-2476513,2014
"gtm","nagtm","Guatemala",15818,56183,-40365,2014
"jam","najam","Jamaica",1227,27890,-26663,2014
"mex","namex","Mexico",19878,5446077,-5426199,2014
"pan","napan","Panama",5000,75719,-70719,2014
"slv","naslv","El Salvador",8589,225793,-217204,2014
"usa","nausa","United States",54362244,172877868,-118515624,2014
"aus","ocaus","Australia",160887,668060,-507173,2014
"nzl","ocnzl","New Zealand",2263,65108,-62845,2014
"arg","saarg","Argentina",40380,715974,-675594,2014
"bra","sabra","Brazil",4380,6135101,-6130721,2014
"chl","sachl","Chile",3437,190312,-186875,2014
"col","sacol","Colombia",137257,178164,-40907,2014
"ecu","saecu","Ecuador",7791,15769,-7978,2014
"per","saper","Peru",11524,142216,-130692,2014
"egy","afegy","Egypt",20743,1631675,-1610932,2015
"eth","afeth","Ethiopia",75,948,-873,2015
"ken","afken","Kenya",1356,3758,-2402,2015
"mwi","afmwi","Malawi",47,46661,-46614,2015
"nam","afnam","Namibia",8,2031,-2023,2015
"nga","afnga","Nigeria",17,219259,-219242,2015
"zaf","afzaf","South Africa",2956946,8417881,-5460935,2015
"zmb","afzmb","Zambia",9,51501,-51492,2015
"are","asare","United Arab Emirates",6393636,899404,5494232,2015
"chn","aschn","China",324124712,90455348,233669364,2015
"cyp","ascyp","Cyprus",7,4106,-4099,2015
"hkg","ashkg","Hong Kong",13104197,9281482,3822715,2015
"idn","asidn","Indonesia",5562,1084676,-1079114,2015
"ind","asind","India",1980496,7434889,-5454393,2015
"irn","asirn","Iran",94685,447732,-353047,2015
"isr","asisr","Israel",1982,710636,-708654,2015
"jor","asjor","Jordan",30885,66471,-35586,2015
"jpn","asjpn","Japan",173600878,191745305,-18144427,2015
"kaz","askaz","Kazakhstan",10706270,3863043,6843227,2015
"kor","askor","South Korea",12612589,59504244,-46891655,2015
"lao","aslao","Laos",27,14209,-14182,2015
"lbn","aslbn","Lebanon",199,8754,-8555,2015
"lka","aslka","Sri Lanka",894802,47456,847346,2015
"mmr","asmmr","Burma",6118605,617639,5500966,2015
"mys","asmys","Malaysia",109638984,5549972,104089012,2015
"pak","aspak","Pakistan",217475,245396,-27921,2015
"phl","asphl","Philippines",5499410,8507775,-3008365,2015
"sgp","assgp","Singapore",1000307,3385643,-2385336,2015
"tha","astha","Thailand",4206626,40065369,-35858743,2015
"tur","astur","Turkey",84569,2079184,-1994615,2015
"twn","astwn","Chinese Taipei",3109514,30026218,-26916704,2015
"vnm","asvnm","Vietnam",5483509,107041799,-101558290,2015
"aut","euaut","Austria",34551001,6142574,28408427,2015
"bel","eubel","Belgium",1101477,1228434,-126957,2015
"bgr","eubgr","Bulgaria",3687,116752,-113065,2015
"blr","eublr","Belarus",11700,345420,-333720,2015
"che","euche","Switzerland",823465,6653785,-5830320,2015
"cze","eucze","Czechia",264923,5387375,-5122452,2015
"deu","eudeu","Germany",41685589,71053560,-29367971,2015
"dnk","eudnk","Denmark",96729,598150,-501421,2015
"esp","euesp","Spain",673971,14596162,-13922191,2015
"est","euest","Estonia",31094671,5279775,25814896,2015
"fin","eufin","Finland",2897,884519,-881622,2015
"fra","eufra","France",77470723,29961385,47509338,2015
"gbr","eugbr","United Kingdom",8454390,21592544,-13138154,2015
"grc","eugrc","Greece",1031,30430,-29399,2015
"hrv","euhrv","Croatia",301,4654,-4353,2015
"hun","euhun","Hungary",43211,822856,-779645,2015
"irl","euirl","Ireland",2983,26011735,-26008752,2015
"ita","euita","Italy",18720887,14800460,3920427,2015
"ltu","eultu","Lithuania",37136,46032,-8896,2015
"lux","eulux","Luxembourg",219800,373272,-153472,2015
"lva","eulva","Latvia",183746,286765,-103019,2015
"mkd","eumkd","North Macedonia",144421,6268098,-6123677,2015
"mlt","eumlt","Malta",4,5563,-5559,2015
"nld","eunld","Netherlands",8818701,35655402,-26836701,2015
"nor","eunor","Norway",27665374,450406,27214968,2015
"pol","eupol","Poland",656256,2576592,-1920336,2015
"prt","euprt","Portugal",2859,769594,-766735,2015
"rou","eurou","Romania",30192,122314,-92122,2015
"rus","eurus","Russia",14820084,14380673,439411,2015
"srb","eusrb","Serbia",597,84345,-83748,2015
"svk","eusvk","Slovakia",754,186206,-185452,2015
"svn","eusvn","Slovenia",318224,305123,13101,2015
"swe","euswe","Sweden",125591,801323,-675732,2015
"ukr","euukr","Ukraine",186867,176300,10567,2015
"can","nacan","Canada",1062972,1755209,-692237,2015
"dom","nadom","Dominican Republic",25811,16956,8855,2015
"gtm","nagtm","Guatemala",23467,18523,4944,2015
"hnd","nahnd","Honduras",30049,1756,28293,2015
"mex","namex","Mexico",199160,5116946,-4917786,2015
"pan","napan","Panama",679,32461,-31782,2015
"slv","naslv","El Salvador",28034,208140,-180106,2015
"usa","nausa","United States",60773447,153539997,-92766550,2015
"aus","ocaus","Australia",182018,559085,-377067,2015
"nzl","ocnzl","New Zealand",352,16823,-16471,2015
"arg","saarg","Argentina",100,358540,-358440,2015
"bra","sabra","Brazil",21012,5433436,-5412424,2015
"chl","sachl","Chile",141769,154669,-12900,2015
"col","sacol","Colombia",1585,170708,-169123,2015
"per","saper","Peru",6086,289583,-283497,2015
"egy","afegy","Egypt",10357,157780,-147423,2016
"ken","afken","Kenya",1146,3953,-2807,2016
"mar","afmar","Morocco",418,89148,-88730,2016
"mus","afmus","Mauritius",242,69694,-69452,2016
"nam","afnam","Namibia",187,1804,-1617,2016
"sle","afsle","Sierra Leone",35,72894,-72859,2016
"uga","afuga","Uganda",192,778,-586,2016
"zaf","afzaf","South Africa",3438168,9604192,-6166024,2016
"are","asare","United Arab Emirates",10463489,583483,9880006,2016
"bgd","asbgd","Bangladesh",1630,86521,-84891,2016
"chn","aschn","China",385072711,89948729,295123982,2016
"cyp","ascyp","Cyprus",68172,11305,56867,2016
"hkg","ashkg","Hong Kong",87649862,7646976,80002886,2016
"ind","asind","India",5841579,4902626,938953,2016
"irn","asirn","Iran",250187,127735,122452,2016
"isr","asisr","Israel",633,424320,-423687,2016
"jor","asjor","Jordan",72000,43673,28327,2016
"jpn","asjpn","Japan",182341365,181470550,870815,2016
"kaz","askaz","Kazakhstan",848684,54631,794053,2016
"kor","askor","South Korea",10126669,65476134,-55349465,2016
"lka","aslka","Sri Lanka",408275,32400,375875,2016
"mmr","asmmr","Burma",2638481,1189,2637292,2016
"mys","asmys","Malaysia",137650566,8725145,128925421,2016
"pak","aspak","Pakistan",125806,198024,-72218,2016
"phl","asphl","Philippines",2582838,9791652,-7208814,2016
"sau","assau","Saudi Arabia",165,173232,-173067,2016
"sgp","assgp","Singapore",2306084,12680951,-10374867,2016
"tha","astha","Thailand",237162,27690496,-27453334,2016
"tur","astur","Turkey",87976,2232460,-2144484,2016
"twn","astwn","Chinese Taipei",20194667,200757196,-180562529,2016
"vnm","asvnm","Vietnam",8204497,87968538,-79764041,2016
"aut","euaut","Austria",28495315,4337921,24157394,2016
"bel","eubel","Belgium",630893,1812963,-1182070,2016
"bgr","eubgr","Bulgaria",41,93817,-93776,2016
"blr","eublr","Belarus",3270,304639,-301369,2016
"che","euche","Switzerland",936051,4782016,-3845965,2016
"cze","eucze","Czechia",165080,4898006,-4732926,2016
"deu","eudeu","Germany",21614035,46944595,-25330560,2016
"dnk","eudnk","Denmark",27262,149001,-121739,2016
"esp","euesp","Spain",820551,14782097,-13961546,2016
"est","euest","Estonia",21885277,12076004,9809273,2016
"fin","eufin","Finland",443806,601799,-157993,2016
"fra","eufra","France",79021987,31303994,47717993,2016
"gbr","eugbr","United Kingdom",8491387,15771824,-7280437,2016
"grc","eugrc","Greece",225,24426,-24201,2016
"hrv","euhrv","Croatia",707,3855,-3148,2016
"hun","euhun","Hungary",26423,1892316,-1865893,2016
"irl","euirl","Ireland",531,1770391,-1769860,2016
"ita","euita","Italy",21102428,16825334,4277094,2016
"ltu","eultu","Lithuania",253997,67310,186687,2016
"lux","eulux","Luxembourg",161697,95294,66403,2016
"lva","eulva","Latvia",33461,37908,-4447,2016
"mkd","eumkd","North Macedonia",183304,6731183,-6547879,2016
"nld","eunld","Netherlands",2256664,52231025,-49974361,2016
"nor","eunor","Norway",3096831,451959,2644872,2016
"pol","eupol","Poland",383903,5396247,-5012344,2016
"prt","euprt","Portugal",6914,382831,-375917,2016
"rou","eurou","Romania",678,151308,-150630,2016
"rus","eurus","Russia",14601133,19169972,-4568839,2016
"srb","eusrb","Serbia",445,173624,-173179,2016
"svk","eusvk","Slovakia",774,128630,-127856,2016
"svn","eusvn","Slovenia",187884,1049689,-861805,2016
"swe","euswe","Sweden",148000,547507,-399507,2016
"ukr","euukr","Ukraine",156166,150215,5951.00000000003,2016
"can","nacan","Canada",952437,2649139,-1696702,2016
"cri","nacri","Costa Rica",240,44812,-44572,2016
"dom","nadom","Dominican Republic",13804,22074,-8270,2016
"gtm","nagtm","Guatemala",21271,30084,-8813,2016
"hnd","nahnd","Honduras",16819,1280,15539,2016
"mex","namex","Mexico",71272,4607363,-4536091,2016
"pan","napan","Panama",480,8458,-7978,2016
"slv","naslv","El Salvador",7869,176147,-168278,2016
"usa","nausa","United States",19564056,116242644,-96678588,2016
"aus","ocaus","Australia",139865,494109,-354244,2016
"bra","sabra","Brazil",156356,3648908,-3492552,2016
"chl","sachl","Chile",19240,107024,-87784,2016
"col","sacol","Colombia",646,50166,-49520,2016
"per","saper","Peru",3459,233900,-230441,2016
"egy","afegy","Egypt",446,357652,-357206,2017
"nam","afnam","Namibia",34400,3581,30819,2017
"nga","afnga","Nigeria",184,365934,-365750,2017
"zaf","afzaf","South Africa",3092611,7079881,-3987270,2017
"are","asare","United Arab Emirates",15220904,1017383,14203521,2017
"chn","aschn","China",348571051,168551766,180019285,2017
"cyp","ascyp","Cyprus",516,1343,-827,2017
"hkg","ashkg","Hong Kong",2162529,8095626,-5933097,2017
"ind","asind","India",19570814,9352450,10218364,2017
"isr","asisr","Israel",57639,963017,-905378,2017
"jor","asjor","Jordan",1565,9061,-7496,2017
"jpn","asjpn","Japan",207866652,229839328,-21972676,2017
"kaz","askaz","Kazakhstan",1056856,47358,1009498,2017
"kor","askor","South Korea",11508052,65462001,-53953949,2017
"lka","aslka","Sri Lanka",591066,21297,569769,2017
"mmr","asmmr","Burma",12395797,484912,11910885,2017
"mys","asmys","Malaysia",235327806,12591923,222735883,2017
"pak","aspak","Pakistan",282173,239486,42687,2017
"sgp","assgp","Singapore",10557013,22200877,-11643864,2017
"tha","astha","Thailand",42957,38361241,-38318284,2017
"tur","astur","Turkey",59694,1906954,-1847260,2017
"twn","astwn","Chinese Taipei",3259174,63429402,-60170228,2017
"vnm","asvnm","Vietnam",9104698,111409557,-102304859,2017
"aut","euaut","Austria",18341857,4372418,13969439,2017
"bel","eubel","Belgium",1059020,1098941,-39921,2017
"bgr","eubgr","Bulgaria",13129,110114,-96985,2017
"blr","eublr","Belarus",5600,300351,-294751,2017
"che","euche","Switzerland",737537,6595815,-5858278,2017
"cze","eucze","Czechia",349872,3712624,-3362752,2017
"deu","eudeu","Germany",16711789,37593967,-20882178,2017
"dnk","eudnk","Denmark",7951,171184,-163233,2017
"esp","euesp","Spain",1587714,12608138,-11020424,2017
"est","euest","Estonia",27226131,12522307,14703824,2017
"fin","eufin","Finland",3231392,1373561,1857831,2017
"fra","eufra","France",70519187,30389858,40129329,2017
"gbr","eugbr","United Kingdom",25004023,25593461,-589438,2017
"grc","eugrc","Greece",69,30476,-30407,2017
"hrv","euhrv","Croatia",285,4003,-3718,2017
"hun","euhun","Hungary",25433,1610512,-1585079,2017
"irl","euirl","Ireland",37991,24370099,-24332108,2017
"ita","euita","Italy",24661347,12943216,11718131,2017
"ltu","eultu","Lithuania",55233,61423,-6190,2017
"lux","eulux","Luxembourg",103418,74174,29244,2017
"lva","eulva","Latvia",37,10918,-10881,2017
"mkd","eumkd","North Macedonia",48186,7151302,-7103116,2017
"mlt","eumlt","Malta",10,914,-904,2017
"nld","eunld","Netherlands",3554089,30804876,-27250787,2017
"nor","eunor","Norway",27187380,1271549,25915831,2017
"pol","eupol","Poland",2020252,12296385,-10276133,2017
"prt","euprt","Portugal",2966,494214,-491248,2017
"rou","eurou","Romania",4874,102622,-97748,2017
"rus","eurus","Russia",16603816,20577519,-3973703,2017
"srb","eusrb","Serbia",11023,47145,-36122,2017
"svk","eusvk","Slovakia",67,326624,-326557,2017
"svn","eusvn","Slovenia",457657,843651,-385994,2017
"swe","euswe","Sweden",32769,754110,-721341,2017
"ukr","euukr","Ukraine",157062,208373,-51311,2017
"can","nacan","Canada",2071218,3864339,-1793121,2017
"cri","nacri","Costa Rica",2283,28146,-25863,2017
"dom","nadom","Dominican Republic",29,14613,-14584,2017
"gtm","nagtm","Guatemala",23193,9693,13500,2017
"hnd","nahnd","Honduras",23400,1655,21745,2017
"mex","namex","Mexico",730874,4717822,-3986948,2017
"pan","napan","Panama",156,4833,-4677,2017
"slv","naslv","El Salvador",183,208101,-207918,2017
"tto","natto","Trinidad and Tobago",156936,5046,151890,2017
"usa","nausa","United States",24822666,120286200,-95463534,2017
"aus","ocaus","Australia",85179,832637,-747458,2017
"nzl","ocnzl","New Zealand",6980,98326,-91346,2017
"bra","sabra","Brazil",53387,2776340,-2722953,2017
"chl","sachl","Chile",29116,96771,-67655,2017
"col","sacol","Colombia",142,116954,-116812,2017
"ecu","saecu","Ecuador",104,20193,-20089,2017
"per","saper","Peru",1010,245980,-244970,2017
"egy","afegy","Egypt",23129,322144,-299015,2018
"mar","afmar","Morocco",129,27266,-27137,2018
"swz","afswz","Eswatini",3,32,-29,2018
"tza","aftza","Tanzania",71,542,-471,2018
"zaf","afzaf","South Africa",2901729,4614441,-1712712,2018
"are","asare","United Arab Emirates",18323619,697811,17625808,2018
"arm","asarm","Armenia",71,6652,-6581,2018
"chn","aschn","China",362998215,245394923,117603292,2018
"cyp","ascyp","Cyprus",883,32552,-31669,2018
"hkg","ashkg","Hong Kong",5114498,12534897,-7420399,2018
"idn","asidn","Indonesia",36,1035598,-1035562,2018
"ind","asind","India",23874291,10134476,13739815,2018
"irn","asirn","Iran",81166,7699984,-7618818,2018
"isr","asisr","Israel",9027,288309,-279282,2018
"jpn","asjpn","Japan",234551140,260947049,-26395909,2018
